package,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5
vienna_rnasoft_pars,0.10478760133078303,0.16096459324332082,-0.21657262440000002,0.390101975865,-0.5472170774695351,0.8237184738232127,-1.9716661171145904,1.3016374439750722
vienna_2_nodangles,0.11082404044698368,0.15974269012058198,-0.2518739757425,0.37552608298,-0.543003352466366,0.7526325082802586,-1.9150531554172616,1.0427163254570464
vienna_langdon_pars,0.1279452237580249,0.15789668969336512,-0.14084283700750003,0.44536308152250004,-0.38419505179359187,0.8193067792929616,-1.8446353945221974,1.2229821624693957
rnastructure,0.129789082425692,0.1678391518617488,-0.171985273115,0.43117417584249995,-0.2268370113034392,0.7892820527867423,-1.6837076353992133,1.3560905548427684
vienna_2,0.13311547057664191,0.17566664007756802,-0.22639220013750003,0.45000434633249997,-0.2230588351166127,0.9134500322428127,-1.643067154545003,1.816003859420828
vienna_1,0.12718352351229192,0.160292005107091,-0.20052458920500002,0.452573650845,-0.20106371610046733,1.1107154175684861,-2.3105470763188984,1.9172799131097662
rnastructure_nocoax,0.15179224030891694,0.16971779456654043,-0.1667216567225,0.45442465217000005,-0.006717639640781632,0.7944573783460834,-1.5033838850992691,1.5841185345194058
vienna_2_60C,0.15675098120409153,0.17922938622204176,-0.20278532938250005,0.49628910291499984,0.013685675881927616,0.7722476427971875,-1.4822770110156502,1.553215480137705
rnastructure_60C,0.15990632267340785,0.17676296207568415,-0.1837570966475,0.45680996806,0.0883459024653239,0.7506160634092635,-1.5077755259210048,1.601479073359674
contrafold_2,0.19993241501568412,0.17164612611064525,-0.0854002663375,0.5496654966274998,0.41850635516505513,0.8816690084454912,-1.4305791149523135,1.876005394279548
contrafold_1,0.23078191487220784,0.15378420962546624,-0.0964717707325,0.48003618997249997,0.7907450632420224,0.832771613468475,-0.9403028413139668,2.1277877535348835
contrafold_2_nc,0.2350036820305161,0.15460546296359545,-0.042859344942499995,0.5077830937375001,0.8208096871364633,0.8751610680273648,-1.0825145424214915,2.15158335606978
