package,Dataset,spearman_mean,spearman_std,spearman_percentile_2.5,spearman_percentile_97.5,spearman_zscore_by_Dataset_mean,spearman_zscore_by_Dataset_std,spearman_zscore_by_Dataset_percentile_2.5,spearman_zscore_by_Dataset_percentile_97.5
contrafold_2_nc,1_FMN,0.24182248491730005,0.09663702573411191,0.05933775770750001,0.4288414863,1.313377920599594,0.6012913238889003,0.11318703183388118,2.341846788504229
contrafold_2_nc,2_FMN,0.09011705571519998,0.04893444075471885,-0.003721471832499998,0.18727240813500004,0.7922193962930221,0.632307216784755,-0.46087325813372815,1.9821438990871059
contrafold_2_nc,3_FMN,0.2929150862664997,0.04607286802040881,0.19717291366000003,0.3769284783075,1.6815816330820323,0.4249219152996356,0.7655507219365575,2.405631323322921
contrafold_2_nc,4_FMN,0.38207829191190007,0.05745732620623075,0.26840431240499996,0.49063730503499997,0.969118369548211,0.6898954652256231,-0.5506661283599438,2.1795297441847277
contrafold_2_nc,5_FMN,0.4242712870431998,0.030934098767891608,0.36397024584000004,0.4841977829275,1.4564410338065445,0.3014526652092111,0.8617602827046351,2.0258900223397402
contrafold_2_nc,6_FMN,-0.017177175778700003,0.03938763228372326,-0.09386158187,0.05998503674249999,1.5772220559462722,0.41844979915076586,0.6930593578627966,2.3147854997111343
contrafold_2_nc,7_FMN,0.26172946710799977,0.027421494494328603,0.209559003825,0.31638709188249997,-0.059863350344886365,0.585882392721249,-1.1749329082049307,1.0736039203745995
contrafold_2_nc,8_Theo,0.2953303569706997,0.057212480732335376,0.17830864861,0.4015690735475,1.0643626299858342,0.5527263759207873,-0.0857356871159617,2.067817843676745
contrafold_2_nc,8_Trp,0.30475392120109973,0.060434208339506405,0.18620546876250002,0.4151200105125,0.7530332486160689,0.8008522895304081,-0.9022636029803581,2.132874123446362
contrafold_2_nc,Ribologic_FMN,0.46685327408480104,0.019240077325426687,0.42894338976249996,0.50249067436,1.853815643818412,0.12861182875772897,1.5905908065398067,2.0866433440707426
contrafold_2_nc,Ribologic_Theo,0.44999134654520023,0.062152998869430424,0.33034831742500004,0.5688456106700001,0.86483289655217,0.5654302761952454,-0.26708084227339474,1.8927875484639096
contrafold_2_nc,Ribologic_Trp,0.38467390897819986,0.06830435644964844,0.24042789411499998,0.50479044826,0.19882518125678916,0.8389380283355196,-1.5372521711867158,1.7100508270451804
contrafold_1,1_FMN,0.2445245527101004,0.09411578239802601,0.055001436655000006,0.4261840624124999,1.3304502581228486,0.5968458570940558,0.09473383865318147,2.383262226839377
contrafold_1,2_FMN,0.07825832880800006,0.04820930211337111,-0.016475513980000002,0.17264526115999998,0.6264041302400447,0.6545252894684978,-0.7383943062647941,1.825680981161941
contrafold_1,3_FMN,0.2680134576895001,0.044970383466864064,0.18265039135750002,0.35389528540750004,1.4062942456259868,0.4366830421643658,0.5389460367611023,2.193000457280673
contrafold_1,4_FMN,0.3758319938933999,0.0549147629219057,0.2658342493425,0.48066144161999996,0.8950660708926371,0.6836248590348447,-0.6152774314499773,2.0959730191138632
contrafold_1,5_FMN,0.42321955450080007,0.03042597198110948,0.364197043845,0.48191056931000004,1.4459673857110447,0.30270052215523346,0.8404563044619153,2.02191921157822
contrafold_1,6_FMN,-0.09871141896740006,0.04106395618390648,-0.18365116847,-0.01616426244500001,0.536401017494317,0.4975417300053005,-0.4981795880462942,1.507653761532922
contrafold_1,7_FMN,0.2487942974139005,0.027431133472373918,0.19512117813000002,0.30206171283000005,-0.35008065657512344,0.6000429333585172,-1.5584458167713728,0.8644862143488331
contrafold_1,8_Theo,0.2908981730480998,0.05532504307196562,0.17646800923250003,0.39792246837749995,1.015714775631383,0.5321261909106623,-0.1021498522897499,1.9992413873356898
contrafold_1,8_Trp,0.32093276164289974,0.06000685654905206,0.200001073385,0.4361079360175,0.9726850037685466,0.765608173141016,-0.6829613043740272,2.240262310706592
contrafold_1,Ribologic_FMN,0.46718196359960035,0.018644590757366873,0.428941697175,0.5031353980675001,1.8573147705010857,0.13052228768385418,1.5771616232283516,2.1088396820327673
contrafold_1,Ribologic_Theo,0.36955901608810027,0.06641917299356996,0.23973748415249999,0.49744862215499996,0.0866652844736813,0.6117801604700098,-1.14394699005101,1.2284862687875922
contrafold_1,Ribologic_Trp,0.3936341117814992,0.06592298217616545,0.25840575739500005,0.5156901594300001,0.31538534010149827,0.7956256648890979,-1.3869060193784775,1.729205960463534
