package,Dataset,spearman_mean,spearman_std,spearman_percentile_2.5,spearman_percentile_97.5,spearman_zscore_by_Dataset_mean,spearman_zscore_by_Dataset_std,spearman_zscore_by_Dataset_percentile_2.5,spearman_zscore_by_Dataset_percentile_97.5
eternafold_A_cfold,1_FMN,0.5618630782719994,0.07604907741271713,0.40435696792500003,0.7060342533375,1.1771747251770288,0.48762162663261666,0.16717169916177932,2.0563920452934847
eternafold_A_cfold,2_FMN,0.5561473907674013,0.039426423958591195,0.473980228155,0.6276363097875,1.3560134771890393,0.2959928335208654,0.732707296952531,1.9090263926244122
eternafold_A_cfold,3_FMN,0.5468521757440992,0.03321610188843512,0.48063392740250005,0.6074789510624999,1.5098234699542257,0.2789855577074644,0.926717355549741,2.0247934462441353
eternafold_A_cfold,4_FMN,0.6314316429830001,0.04329327249695647,0.5411408398775001,0.708697247975,1.2552632339563907,0.34818336821683304,0.544495776365102,1.881412352019577
eternafold_A_cfold,5_FMN,0.6110985672479995,0.02226237905731094,0.5675374024425001,0.653760874155,1.3848968208913148,0.23326317506130495,0.9029513861073948,1.822700525631948
eternafold_A_cfold,6_FMN,0.4847742731346003,0.03462198686891929,0.41631397393,0.5505558703200001,1.2664666176118657,0.33613959208371524,0.582357511650081,1.8873759491586048
eternafold_A_cfold,7_FMN,0.6892051513779995,0.01377628936799149,0.6614774191299999,0.71608907967,1.1809142874549432,0.1285560507118543,0.9323540631385661,1.4269691675930045
eternafold_A_cfold,8_Theo,0.6188088702299993,0.0362709043989262,0.5483152481725,0.6874036120075,1.1163859094607138,0.19370688715721976,0.7257169216168221,1.4768039582715733
eternafold_A_cfold,8_Trp,0.6345994535742003,0.037033842211659944,0.56221586539,0.7012121598,1.3798455337489755,0.2980229747423614,0.8025263190644563,1.9496068862381022
eternafold_B_cfold,1_FMN,0.5382133704725001,0.0798412076820657,0.37419675419500004,0.69057928086,1.0206426062730367,0.5108583645894179,-0.05621611958759042,1.952465936301475
eternafold_B_cfold,2_FMN,0.5436895958975996,0.03873469476168716,0.4672422050050001,0.6140350758174999,1.2593795232267204,0.28814346086537485,0.669136723727348,1.778394386784777
eternafold_B_cfold,3_FMN,0.5315940792681001,0.03401167035748959,0.464297809785,0.5932520922325,1.374694845523034,0.28739850157108243,0.7801973050557464,1.8887154090168554
eternafold_B_cfold,4_FMN,0.6162934466818003,0.04202002533491869,0.534755169395,0.694441661255,1.1316545547674748,0.33585987188919525,0.42394304081936074,1.7380262942928748
eternafold_B_cfold,5_FMN,0.6091409982926997,0.021563786449990206,0.56572568982,0.6504461332175,1.364288807019783,0.22447336892385125,0.9076198884989133,1.8130657945457824
eternafold_B_cfold,6_FMN,0.4805916692379001,0.03573783384856736,0.40768963288250004,0.544896098945,1.22364990841732,0.35238836324502615,0.4954468380798088,1.8785188318948758
eternafold_B_cfold,7_FMN,0.6847776998633005,0.014307458941940427,0.6552935453875001,0.7113186635800001,1.1390176240416532,0.13171093593017533,0.8681215239270931,1.3821375754500043
eternafold_B_cfold,8_Theo,0.6210552553147997,0.037949368674616964,0.5365848418825,0.6929634611825001,1.1279449188661868,0.2005417599027053,0.7043788996780883,1.498050432789718
eternafold_B_cfold,8_Trp,0.6246493873961996,0.03768113035627628,0.5485242462650001,0.695493283905,1.2965132465886302,0.29704922490620417,0.671103507630543,1.8630657989370834
eternafold_A,1_FMN,0.5031546380360998,0.08401681248215422,0.32804928246000004,0.6606900535875,0.7885929300353101,0.540435200347796,-0.34054875967625015,1.7736233805265764
eternafold_A,2_FMN,0.5667265783114007,0.03696710885730947,0.49429432152,0.636811068,1.4385299653940007,0.27654982420607804,0.9158555306591675,1.9562505081661767
eternafold_A,3_FMN,0.5464901247097993,0.032763282554673215,0.482231159225,0.6069931730500001,1.507146319133977,0.27710169875086177,0.9502221481470636,2.0270528543620805
eternafold_A,4_FMN,0.6220837255145997,0.04294555881954132,0.533552149875,0.6991346407624999,1.179510090853978,0.3421620862744126,0.4664697863682515,1.8296166812119463
eternafold_A,5_FMN,0.6276109545447006,0.02157482757800771,0.582104205615,0.66858768233,1.563159202370938,0.22369084750908766,1.1157601692228456,2.002837294809899
eternafold_A,6_FMN,0.48308375327559994,0.03524624204144656,0.41190999257,0.5476836417775001,1.2511554369049294,0.3496054590584588,0.5300946227291738,1.9255938741487955
