package,Dataset,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5
contrafold_2_nc,1_FMN,0.10592697941630003,0.11950975394136311,-0.13586871400250003,0.32655554316749996,0.8830889581050211,0.8051832854451398,-0.8595593589536652,2.2199004013113988
contrafold_2_nc,2_FMN,0.0733951860934,0.04801247438584913,-0.0183548395175,0.16681467396250002,0.5388657446026186,0.6905342701637046,-0.9157421743948906,1.8298542315381123
contrafold_2_nc,3_FMN,0.14817572344220004,0.05514429758348319,0.03644801160750001,0.251194176775,1.1694347790591058,0.680163676209052,-0.24563236950710232,2.3103756644072306
contrafold_2_nc,4_FMN,0.4121929355477001,0.062463707828259954,0.2813199481,0.5286377787025,0.9352817059507639,0.6849962066130413,-0.5509187005270879,2.1022535337478017
contrafold_2_nc,5_FMN,0.33256559628169946,0.042743232000665335,0.24358912416750003,0.4116677904,1.3288446197125166,0.4129278016479674,0.41865048319846054,2.055350231754713
contrafold_2_nc,6_FMN,-0.017641769298700007,0.03931901940638386,-0.1001198611775,0.05870503727,1.6018377521674965,0.44667695288783565,0.5968381361486728,2.3597335709607536
contrafold_2_nc,7_FMN,0.16549152946130005,0.029432950850088836,0.1071874563,0.2243891515425,-0.30069763261173044,0.5892112325132963,-1.4179810298322775,0.795340452493793
contrafold_2_nc,8_Theo,0.24492918399139996,0.059974967659864716,0.12816236608249998,0.36220560034,0.8253419768572374,0.5769797989646099,-0.4265882545210054,1.8995851960556709
contrafold_2_nc,8_Trp,0.22227752385580016,0.06654593758599213,0.09532687135000001,0.35070993853,0.7828949315622306,0.834107160124554,-0.969112395978306,2.1858770575044284
contrafold_2_nc,Ribologic_FMN,0.35422401619280003,0.026092565192967872,0.3034879983325,0.40367762850999994,1.7177453232304698,0.2321977104111911,1.2273012397438752,2.144513634381906
contrafold_2_nc,Ribologic_Theo,0.4612310807648999,0.059570956593627905,0.34450905802250004,0.5726815143825,0.7584221847690908,0.4868884360453716,-0.2517359689378265,1.6325056973388308
contrafold_2_nc,Ribologic_Trp,0.33600372374879994,0.07342889833614558,0.19500433071,0.475167986785,0.08140470381341462,0.8526237959696384,-1.6418932949566774,1.6381100683878258
contrafold_1,1_FMN,0.14232291007139974,0.11348699856393622,-0.06884949904999998,0.37786488863,1.1440060324802248,0.7324263509656326,-0.43330758434078515,2.381099150933656
contrafold_1,2_FMN,0.09173006805500007,0.044490505467617944,0.0056934918350000025,0.1825966232525,0.8136459550295221,0.6347470679427345,-0.46556295653976865,2.029553897338394
contrafold_1,3_FMN,0.15710352829930008,0.05000628731566974,0.0610917346575,0.2553948242675,1.304863373723356,0.599056010135595,0.03809716927912433,2.29449404605318
contrafold_1,4_FMN,0.40780755942389957,0.06002414886091734,0.28570975832,0.5231643496225001,0.8822387544787644,0.6608361581391841,-0.5126591573212889,2.0619809865752807
contrafold_1,5_FMN,0.3418077551923,0.03927563579490085,0.2600593498225,0.4157703849075,1.4324491944600486,0.37748460595384,0.6048217411892687,2.1099252139344644
contrafold_1,6_FMN,-0.07463716987769994,0.03695401765777044,-0.14844807426499998,-0.0015512842050000397,0.8275817074126574,0.4860204209953484,-0.15034246304311372,1.7472657763456159
contrafold_1,7_FMN,0.18665174214330005,0.02763043576908335,0.13531136969750002,0.24012390193499997,0.14011934215484012,0.5649175553568219,-0.9285420003849357,1.2862231406772584
contrafold_1,8_Theo,0.2609029133358998,0.05576561409809348,0.154755964545,0.37094660073499996,0.9917380115027998,0.5212654223720419,-0.0700779357416508,1.9800472779498173
contrafold_1,8_Trp,0.2020757424815996,0.0614433849567609,0.0852875951175,0.32208774753249997,0.517165053882478,0.8093311564094372,-1.143439832788672,2.0027033138142816
contrafold_1,Ribologic_FMN,0.3616389639898,0.02235832913657581,0.31708000882500004,0.406209043285,1.8086573310892216,0.22115925500915937,1.3839214731814726,2.220942442704214
contrafold_1,Ribologic_Theo,0.4153647774001002,0.06072449585561096,0.293251135275,0.5260467168799999,0.372166082666131,0.525350416140502,-0.7105695602351336,1.3801857341208357
contrafold_1,Ribologic_Trp,0.32134664423070014,0.07207489561372869,0.174021925895,0.4571099066325,-0.10173874872504948,0.8488897664998432,-1.7629141338419978,1.410191719729914
contrafold_2,1_FMN,0.0084588736378,0.10859004329639364,-0.18290622349250002,0.231315503215,0.16515672542178375,0.7746383746103462,-1.2914294087174794,1.7325912722842436
contrafold_2,2_FMN,0.03832423952679997,0.05104919468950749,-0.06276227929500001,0.135304870965,0.0221502588224011,0.7241147057757558,-1.4114232148741577,1.4713953557009676
contrafold_2,3_FMN,0.09067975580000003,0.05450030418867799,-0.013647080612499998,0.19730630124749998,0.37324875281933617,0.7217604924539156,-1.1310370552081384,1.729497751415789
