package,Dataset,RMSE_mean,RMSE_std,RMSE_percentile_2.5,RMSE_percentile_97.5,RMSE_zscore_by_Dataset_mean,RMSE_zscore_by_Dataset_std,RMSE_zscore_by_Dataset_percentile_2.5,RMSE_zscore_by_Dataset_percentile_97.5
vienna_langdon_pars,"101, FMN",2.7559530715800005,0.04404572264166724,2.6780629660875004,2.84504448051,0.6419325279834384,0.1427668547610569,0.38072172203190163,0.9248332145674998
vienna_langdon_pars,"107, Theo",3.1699445543525995,0.08056352344354552,3.0141626487375,3.3227533959824997,0.9992197680419729,0.21873751493858995,0.5645134597464048,1.4060995880796703
vienna_langdon_pars,"107, Trp",3.0360483890641,0.068778015554156,2.905099846655,3.1753035507375,0.9699878304359452,0.25386445398645074,0.46901652730445426,1.4580302987488942
vienna_langdon_pars,"93, FMN",4.023090498712601,0.2432466165631049,3.5692362080475,4.4861740302649995,0.9043359958536199,0.37544640762817527,0.15005181031192236,1.6065339370297922
vienna_langdon_pars,"95, FMN",3.1049680138574036,0.04033755062095843,3.0322841937700002,3.1860994858975,0.45782139705402886,0.1194656724854079,0.2310956215698638,0.6839912659380614
vienna_langdon_pars,"96, FMN",3.3531946206056045,0.08826069166521115,3.1762064893299997,3.53079158357,0.8107797732778931,0.22722052097071097,0.36925725936366993,1.2506566952586735
vienna_langdon_pars,"97, FMN",3.3877388657746024,0.03388346267859716,3.3230426521225,3.4547132097875,0.6361784017566625,0.12866337257968896,0.3918472511944051,0.8823228530585648
vienna_langdon_pars,"98, FMN",3.525819240265003,0.08613406634487747,3.35204729942,3.69357759711,0.5023097652379949,0.19490850553404523,0.09815877491300244,0.869865926048757
vienna_langdon_pars,"Ribologic, FMN",2.9079355033732948,0.025998280100553182,2.8563729073275,2.959083162935,0.7337845571282037,0.06407954182099031,0.6089021411003595,0.8571607668214652
vienna_langdon_pars,"Ribologic, Theo",2.902283832617007,0.06546973805611261,2.7745577857324997,3.018950571765,0.6801788444615502,0.18090331931367037,0.32814797309078314,1.0173264258620365
vienna_langdon_pars,"Ribologic, Trp",2.9746174435730968,0.06723753473058487,2.843606360785,3.105930791995,0.7880574535610376,0.19177243915360376,0.4084311350571623,1.151899188546955
rnastructure,"101, FMN",2.7706375378351016,0.0404165387670883,2.6899018512375004,2.850998299495,0.692579709345895,0.12902880314401757,0.43557122148685307,0.9434315311031368
