package,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5
vienna_2_nodangles,0.14006380988663333,0.10181411617836975,-0.0828684463975,0.32633955088000005,-1.2836154034402494,0.9160179231205079,-2.585876202439899,0.9959865620648936
vienna_2,0.18622097057685838,0.12751142092641551,-0.047248182067500005,0.4451057418249999,-0.6722921676099303,0.6777320102897348,-1.8898883763342915,0.7832506815163346
rnastructure_nocoax,0.2149738820501419,0.13207516080695464,-0.036868082747499996,0.4772462153525,-0.2887190604375726,0.6788325790467695,-1.576597298576097,1.0955184133513494
rnastructure,0.21792310995877467,0.1415079850482741,-0.030583136152499996,0.5042710244625,-0.27103091812454,0.7440823170537104,-1.6673737165477949,1.2694177822233599
vienna_2_60C,0.22561202116934123,0.12488934875138555,-0.03209703906249999,0.42394701352249997,-0.16267912643356477,0.7243022748128718,-1.54511900615459,1.2954049507826977
vienna_1,0.24947964737233355,0.13173479934339272,0.009260062995000004,0.4875169771325,0.12931895958986575,0.8509407669959653,-1.4501179179784962,2.0266874925826603
rnastructure_60C,0.25027666007887395,0.13977432604982765,-0.022660093665,0.46230589758749996,0.1600480944528803,0.7635521361830908,-1.3388759496232148,1.5488140828368486
vienna_rnasoft_pars,0.24895101315954205,0.11637116242461593,0.0416578399125,0.47640907857,0.21695078047246355,0.8180759412899367,-1.5129821734732718,1.6689571430134535
vienna_langdon_pars,0.255913498515858,0.12569526829100794,0.049144012142500006,0.544716413975,0.23409476684499814,0.7261232543480661,-1.2373607057841467,1.6927461442042093
contrafold_1,0.2607719958494833,0.125228920858253,0.010240392395000004,0.48505698257999996,0.33924774813568764,0.857954215697623,-1.3892868539617567,1.7896888194927774
contrafold_2,0.2962728459742908,0.13685235515302188,0.017802014500000005,0.5325253976549998,0.7876835006741854,0.7504060973252589,-1.019101894445005,2.0139479037395978
contrafold_2_nc,0.300584471509008,0.12771038394681972,0.04473037538,0.53621375577,0.8109928258757748,0.7347898773381673,-0.6888334298416587,2.097046604214987
