package,Dataset,RMSE_mean,RMSE_std,RMSE_percentile_2.5,RMSE_percentile_97.5,RMSE_zscore_by_Dataset_mean,RMSE_zscore_by_Dataset_std,RMSE_zscore_by_Dataset_percentile_2.5,RMSE_zscore_by_Dataset_percentile_97.5
nupack_99_nodangles,1_FMN,3.5845595277368996,0.2972595361958751,3.01794050931,4.181204753425,2.2452663865073874,0.40407907660216125,1.4580527993743,3.0039931362362142
nupack_99_nodangles,2_FMN,4.657173971828891,0.3453390376763752,4.0471851234875,5.3936514454975,2.405725252924878,0.30903211562968097,1.8268560281862893,3.0268032153909092
nupack_99_nodangles,3_FMN,3.2436158484232966,0.11837048121108548,2.9975460948675,3.4845416909625,2.744857306581225,0.1773406889417178,2.35545331414263,3.0718532243826933
nupack_99_nodangles,4_FMN,2.830603091763197,0.17332087328881413,2.4963987486475,3.166721220655,1.916621541206666,0.37289081854476513,1.2028489706254395,2.5956089309062094
nupack_99_nodangles,5_FMN,2.7284064021506995,0.10131549040775215,2.5265950544225,2.9289393978850002,2.5198286121126494,0.18133873698998978,2.1684534124768047,2.8618554873675444
nupack_99_nodangles,6_FMN,4.263687491494999,0.1561656387080241,3.9627684441875,4.580765368922499,1.77643318377755,0.21305424524937694,1.3736855520081948,2.1992086779365234
nupack_99_nodangles,7_FMN,3.251964532318205,0.09031772804832736,3.0827376758750002,3.4354818141725003,2.2232604671555016,0.16648085530903164,1.9027878917651346,2.5346115316944364
nupack_99_nodangles,8_Theo,4.538073497241397,0.2419621007160947,4.080900125745,5.06521437491,2.62322633221553,0.1986362203368904,2.2254206965433547,3.005032582900403
nupack_99_nodangles,8_Trp,3.79274566798,0.3062124970844741,3.22105586918,4.430878066905,2.370472148303357,0.3231702118139405,1.7501376779353373,2.9888291699578207
nupack_99_nodangles,Ribologic_FMN,2.757922612463399,0.05266500267073361,2.6570516879975,2.8553061111974998,2.1358147379960672,0.11619352344357659,1.9053267213115235,2.358143581085314
nupack_99_nodangles,Ribologic_Theo,3.3092179418848002,0.1594670666474649,3.008764052455,3.6302759680825,2.406378487817578,0.24425251447842994,1.880014173571036,2.849472130094721
nupack_99_nodangles,Ribologic_Trp,3.3165714695663002,0.21928984800513718,2.8926895734775,3.7636144556475,2.5869325687979385,0.3309389659519047,1.8985688799881895,3.1831413570581817
nupack_95_nodangles,1_FMN,3.570994598048398,0.29145616734277213,3.0163937226499997,4.1630496873025,2.2261119184540417,0.39488995384696096,1.450314872517477,2.9713634500324253
nupack_95_nodangles,2_FMN,4.6572186462513985,0.34576318044647547,4.040923470529999,5.3918865401475,2.4051252441245974,0.29876556708398044,1.833738755932352,2.974528398961128
nupack_95_nodangles,3_FMN,3.2398184244087007,0.11933978087950851,3.0062337474725,3.4650883172525,2.737099850140926,0.1748014579215615,2.398639219800295,3.067033648061268
nupack_95_nodangles,4_FMN,2.824413196239101,0.1771698892058303,2.485769888145,3.1809726190325,1.9022772027176773,0.3726899822683135,1.1627059011452463,2.6113136119168026
nupack_95_nodangles,5_FMN,2.7226433221145996,0.09927486502216,2.5354357715675,2.9241849005475005,2.5066971867546717,0.18304155556262927,2.1519711164572395,2.8682665053578646
nupack_95_nodangles,6_FMN,4.253868643627294,0.15971011309576574,3.9369771316925,4.5658804029525,1.7643744655833287,0.224110045626685,1.3394343788906276,2.198990867824819
nupack_95_nodangles,7_FMN,3.2595888263076014,0.09239304030741559,3.0827060470200003,3.4515869363325002,2.240674925150295,0.1719204321895426,1.9031316703917682,2.587223472163773
nupack_95_nodangles,8_Theo,4.5287188411543005,0.2296657826448596,4.072639360675,4.9951287508924995,2.6137224741496343,0.19108182258442372,2.241506467336178,2.9929198205259517
nupack_95_nodangles,8_Trp,3.7881543376221036,0.31108615240779536,3.1990972401724997,4.3992147688775,2.3646926651871585,0.33370184412555387,1.6714861000579588,3.0071221460253117
nupack_95_nodangles,Ribologic_FMN,2.7552713085223965,0.05140781845493036,2.6551266058174994,2.8597822300125,2.128750367165728,0.11648411414272289,1.900053762765264,2.359609036607556
nupack_95_nodangles,Ribologic_Theo,3.305434546524703,0.1644656102223798,2.9891022065325,3.6205502542100003,2.398508268886456,0.2501483052232341,1.8937523963141583,2.8657233744438555
nupack_95_nodangles,Ribologic_Trp,3.3131539117197017,0.20942372292040384,2.9032901126175,3.7426247655225002,2.5820444126224302,0.3244513316347837,1.9124011801887473,3.1834769241385503
vienna_2_nodangles,1_FMN,2.3892106706785996,0.211420904271591,1.9854056865299998,2.8111111281,0.5630970997791145,0.3122822637351017,-0.03926215467915433,1.1968875720561252
vienna_2_nodangles,2_FMN,3.2737491820330025,0.3482951776794285,2.70452717925,4.0367132928125,0.9668536112455952,0.3382731437440338,0.3876651793299481,1.6710976650265807
vienna_2_nodangles,3_FMN,2.1590498811863004,0.07193630721374589,2.014187855245,2.29493448599,0.6159106937839837,0.14210043754975382,0.33713574992565687,0.8966030707351547
vienna_2_nodangles,4_FMN,2.3142114916881966,0.16635328397533844,1.993179645425,2.64700584878,0.7896435987678503,0.3703676619310826,0.08942321217999737,1.4824565111138597
vienna_2_nodangles,5_FMN,2.011822966931299,0.06956375622632498,1.8668008066150001,2.1455868141975003,0.8497956001302431,0.1609150149167699,0.5302445812341079,1.171994074338002
vienna_2_nodangles,6_FMN,3.737860157992997,0.12786952193279352,3.4861562448975,3.9814781072474994,1.0876620108738855,0.1802615792157821,0.7466752615466016,1.4408318902824093
vienna_2_nodangles,7_FMN,2.848721969349502,0.0674197261142302,2.71493491924,2.9781866162325,1.2972014081719492,0.1489625674225073,1.0157045604176274,1.592875664006985
vienna_2_nodangles,8_Theo,3.1630064853950004,0.19898175755999287,2.7836231160275,3.5798374884725,1.1333831742807567,0.20394565312057045,0.7493960609696455,1.5521057047308768
vienna_2_nodangles,8_Trp,2.9718366919521024,0.23242609456490143,2.5348061463075,3.46662365209,1.284324103935054,0.2997126359926913,0.7028879687791347,1.9023342493989457
vienna_2_nodangles,Ribologic_FMN,2.204984110583399,0.03628228137723524,2.1348307857675,2.2734777191475,0.6257628376955703,0.09562300454954936,0.4304287912623336,0.8050833464133974
vienna_2_nodangles,Ribologic_Theo,2.5916029463672006,0.1331855184744603,2.3351662167250002,2.8499500778474998,1.0307649006416335,0.24605243563945378,0.5612149469744067,1.4943480399802773
vienna_2_nodangles,Ribologic_Trp,2.5068870365321,0.1507263708562885,2.217766096955,2.7956660872399994,0.9706665250359681,0.28914768206813435,0.40709030801352486,1.5428823885755514
nupack_99_60C,1_FMN,2.6747943034147994,0.23030918122551106,2.2313571171625,3.1467072800724996,0.9653580896299806,0.3370099500961425,0.34050548222813104,1.6302741078453526
nupack_99_60C,2_FMN,3.0312533178881007,0.20420022048674372,2.659047483165,3.4498946433725,0.718672768739762,0.22490475320272776,0.31481668275982094,1.1969404471884488
nupack_99_60C,3_FMN,2.1436525698178994,0.08454094703817747,1.9807209130425,2.3109475656275,0.5850365175208876,0.16197474601233233,0.26745780072839487,0.905340027128652
nupack_99_60C,4_FMN,2.0589950585249017,0.11874894836013293,1.834872147805,2.2959262153049997,0.22878253723223083,0.2650501427436936,-0.266586183965348,0.7499541169124279
