package,Dataset,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5
contrafold_2,1_FMN,-0.11213005878550017,0.26138924376649453,-0.4968062186900001,0.49230950455249994,-0.36861320010445264,1.1827861032623914,-2.123107988296132,2.217477411954345
contrafold_2,2_FMN,0.41983141191850026,0.06855651012766543,0.284082269665,0.5511343672375,0.8212081422129145,0.46189695382299745,-0.10357236200030831,1.6739998187488552
contrafold_2,3_FMN,0.47182506979590066,0.03961854497133493,0.3930359486775001,0.54987900693,1.4412277308589982,0.31802482143277394,0.7932845014380755,2.0572891074868465
contrafold_2,4_FMN,0.4541732459659,0.05751370028055006,0.34469813930250004,0.568560077465,0.9432673318274201,0.44889593290118623,0.07536850347911184,1.8026842942994832
contrafold_2,5_FMN,0.5578098437897999,0.024316495841313155,0.5096785712499999,0.6039082941325,1.7311572339422334,0.2177175240831898,1.3019018139534877,2.1406156389481903
contrafold_2,6_FMN,0.22884270622840028,0.038048722597845405,0.154088650765,0.3046233886,0.7122246407843245,0.5044796410315865,-0.29914352324797705,1.7342716146330428
contrafold_2,7_FMN,0.5660694549625008,0.017875860424068517,0.5295375108725001,0.59995035318,1.1958609450547641,0.17253675372013413,0.8491420495211723,1.526378419867717
contrafold_2,8_Theo,0.514819860235301,0.04435607983902414,0.42864694092500005,0.5991643961375,1.4057963704929308,0.2478338541462209,0.8972106972459551,1.8812306366972826
contrafold_2,8_Trp,0.39225261044760007,0.11639874435440772,0.25105405218250004,0.6039774262150001,0.2501717596484237,0.848317603855614,-0.7860850181422334,1.7231268407049367
contrafold_2,Ribologic_FMN,0.5030050488307007,0.016620983823277983,0.470593941985,0.5359071997474999,1.2440305270975494,0.1220808125304372,0.9962526070478964,1.4713501761684544
contrafold_2,Ribologic_Theo,0.48419839261150055,0.06760245780476921,0.3434429184625,0.6083602501725,1.0401696105938787,0.30910861101337905,0.3914999296741073,1.616366972829039
contrafold_2,Ribologic_Trp,0.4511910327278003,0.06104195525202824,0.3221923404475,0.553983749875,0.6988099594197074,0.3899360271900447,-0.18193040578125222,1.3594373252520193
rnasoft_bl_nodangles,1_FMN,0.04613008257539999,0.2261531117256715,-0.3296029109625,0.5705244709699999,0.382786856821352,1.0165134141808982,-1.375888277558678,2.555681276284469
rnasoft_bl_nodangles,2_FMN,0.41336658062080034,0.0677883169974597,0.2779794026,0.5291860017000001,0.7784516683193455,0.4692750959647242,-0.1576920868325421,1.6140606986943697
rnasoft_bl_nodangles,3_FMN,0.44335987806760013,0.04179585879988601,0.360494244945,0.52012626431,1.2035255274060885,0.3290013099832369,0.5487424214627533,1.8285858190086592
rnasoft_bl_nodangles,4_FMN,0.4956359055804,0.05482529983074053,0.38807397042749997,0.6028375885749999,1.2839090181331336,0.42775556589349495,0.4504354179681157,2.0711620039616974
rnasoft_bl_nodangles,5_FMN,0.4963763615704004,0.02924121840918567,0.4351622601625,0.5514254350975001,1.1413754178886342,0.26048672355448077,0.6115446483503695,1.6342994634256345
rnasoft_bl_nodangles,6_FMN,0.26415600863430017,0.03846004552411807,0.1872372883175,0.33527248405,1.1953333285248247,0.5007689308516929,0.2087140851242838,2.122086920880681
rnasoft_bl_nodangles,7_FMN,0.5601898918798989,0.01724761941395803,0.5270423940475001,0.5925305314225,1.1377413078522436,0.17006513968882686,0.8105991104861071,1.4599094232805414
rnasoft_bl_nodangles,8_Theo,0.40484406596129996,0.04809381174438298,0.31340132937000004,0.498894824295,0.7622454965410441,0.27263435280924064,0.24393214634182572,1.3069159156301602
rnasoft_bl_nodangles,8_Trp,0.39495135357249983,0.05520582890186944,0.29152489829750006,0.5000556163550001,0.2813667867722659,0.4172147401209831,-0.48827617364938536,1.0530336664035513
rnasoft_bl_nodangles,Ribologic_FMN,0.5424649808383,0.018060517030265198,0.5060747605475,0.5776048481524999,1.5393042443864065,0.12593095850087016,1.2838208366671569,1.77561058790353
rnasoft_bl_nodangles,Ribologic_Theo,0.4186047661702,0.05818063188828453,0.30012514559250003,0.5310825379949999,0.7272125690093657,0.27082850765628025,0.17256578436837172,1.2426189708448647
rnasoft_bl_nodangles,Ribologic_Trp,0.3540957574817003,0.06900516728555482,0.219412112695,0.4826562726575,0.06924179592133092,0.4430879593132415,-0.777078191123196,0.906136931788376
rnastructure_60C,1_FMN,0.030149096883100024,0.20174545516404502,-0.3101465018225,0.5318358608499999,0.3158179644980045,0.9063313041418608,-1.2595645126220176,2.356953353910903
rnastructure_60C,2_FMN,0.4757516450652002,0.07056369110573135,0.3275717325425,0.6061216695324999,1.209754473905877,0.4671850880880809,0.20953901807391023,2.025914025193376
rnastructure_60C,3_FMN,0.39453728716889996,0.0466444178968515,0.2951314655775,0.477382668315,0.7982621933212601,0.37244265374985347,0.013876096707228742,1.4549838336704055
rnastructure_60C,4_FMN,0.44793939403949923,0.05712467746347728,0.34139479101500003,0.558661888665,0.8928013561562363,0.4525667118763243,0.025993452604158925,1.760419794787121
rnastructure_60C,5_FMN,0.42037176256259984,0.028612131505508193,0.36588142967750004,0.47461077891750003,0.4150417799642135,0.26970132601181906,-0.1201134255230558,0.9205118351631457
rnastructure_60C,6_FMN,0.2188575167540997,0.04047444054627365,0.1400418186775,0.29464741746,0.5747386134282149,0.5334942813023482,-0.5026764209720566,1.5969405040782345
rnastructure_60C,7_FMN,0.49887853089349915,0.01953616812571099,0.4593473348775,0.5354665377775,0.5245237810596938,0.19193386155021558,0.16246017522820136,0.8900631212353243
rnastructure_60C,8_Theo,0.4860435401854006,0.0456902672078523,0.39177744970250006,0.5700404516475001,1.2370221919675948,0.2535858309808897,0.7164176545652011,1.7159350580886803
rnastructure_60C,8_Trp,0.47090035229280003,0.05047465914722942,0.37567502953000004,0.5713086997500001,0.8653336719672677,0.385516405233741,0.1512669208995161,1.625909962656205
rnastructure_60C,Ribologic_FMN,0.4644851634417993,0.019840337224024944,0.4231931351775,0.5026396871975001,0.954831265719472,0.14260619428503982,0.6708953071731326,1.2365494538632467
rnastructure_60C,Ribologic_Theo,0.5101122526361003,0.05310266847152658,0.3988714229525,0.6152559074625,1.1653003689268608,0.24632716612010977,0.6395127889292855,1.625642789975379
rnastructure_60C,Ribologic_Trp,0.5596168892757003,0.08063217091780915,0.38755143595499997,0.6993926277350001,1.3923796640166217,0.48771442451256874,0.3053185628460935,2.225103451792179
contrafold_2_nc,1_FMN,-0.06763180270239988,0.23287730875514503,-0.4327648406825,0.41248618944249993,-0.14028160188310598,1.0862493322882805,-1.8991327560066615,2.1574761865693004
contrafold_2_nc,2_FMN,0.4490805414109997,0.05546894042609372,0.3360118608625,0.5502042147125,1.029164240454502,0.3818384331688762,0.2918567080548086,1.7330350374862413
contrafold_2_nc,3_FMN,0.4306305157065001,0.03728478144865496,0.3516412983375,0.49718190973750004,1.0987776201256922,0.29719072917235756,0.46835402479600563,1.6768599741266241
contrafold_2_nc,4_FMN,0.4125521777479004,0.050583511757190905,0.31684721209,0.5093462658825,0.6055391600737859,0.41040240889048846,-0.1806413315999286,1.3985374642550967
contrafold_2_nc,5_FMN,0.4881635084293999,0.02561937116919815,0.4373031894225,0.5389526120425,1.0632005217212517,0.23825290980202196,0.5841216628940553,1.525690711302722
contrafold_2_nc,6_FMN,0.2545068848432001,0.03823282645914439,0.17700485107000002,0.3308484534425,1.0627564612529234,0.49662526372007776,0.037273490367180834,2.016421285000573
contrafold_2_nc,7_FMN,0.5400435240506006,0.01889912262747375,0.503965676665,0.5758327526524999,0.9361993538122507,0.18628103895634973,0.5704842408634524,1.294007667400373
contrafold_2_nc,8_Theo,0.5034645499162999,0.04307572366457009,0.41883918755250005,0.5827491618925,1.339752395531771,0.23972145135038878,0.8379141832493504,1.7991112745613969
