package,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5
eternafold_F,0.35369485985103327,0.11943677891483524,0.12724691365750002,0.6333064757874999,-0.978039792739079,0.8457026734533469,-2.3970392797839164,0.7070407041959187
nupack_99,0.36369130893319007,0.12036369716792583,0.14446179547000002,0.637385411055,-0.8700044894551319,0.7385069473003146,-2.1676834163872227,0.7596143700428892
vienna_2,0.3921182185169687,0.1019770372051111,0.15685727262,0.572283828975,-0.5406198483001403,0.655719320074779,-1.7059786645886281,0.8477514300610749
rnasoft_blstar,0.38927731962197815,0.11448026440051004,0.17597325674750003,0.5820296372099999,-0.4058572597411238,0.9582656436315378,-2.384463259869747,1.3818571624991658
rnastructure,0.41630104321985545,0.11304318105449042,0.16990199479,0.620244667825,-0.31829505366783345,0.7857908361455694,-1.6931921312556204,1.228134377583946
eternafold_C,0.4295180578111231,0.1037855371482058,0.17762021951,0.5767915335725,-0.12181088301772108,0.6556552185942438,-1.462313202517979,1.0484438135538758
vienna_2_60C,0.4448223625433996,0.12971337262648977,0.17740522844750004,0.7072212100799998,-0.05728492361520316,0.7650704552574308,-1.4396022604953256,1.384755220567665
eternafold_G,0.4281626034585229,0.13564352091962845,0.1566501352375,0.6186452471299999,-0.05650994890328476,0.9982245406086043,-2.2593582751315835,1.341952441129907
rnastructure_60C,0.46862134986544485,0.13104553287842363,0.18665026697,0.7328123187725,0.1973587925515266,0.7932748477686026,-1.1407889351134153,1.6462629387199739
contrafold_2,0.4759963166891663,0.11328754412135571,0.20003275892250003,0.6455140814899999,0.35009435667128636,0.5995525832028018,-1.020749721675403,1.3900944799979673
eternafold_E,0.48260943053240085,0.128405181107397,0.16619779292,0.6829644597875,0.4006941717662736,0.6913003874847343,-1.151140056683234,1.6906700383784283
eternafold_D,0.49061897421831135,0.13014148221767205,0.20228241307,0.6842567396224998,0.5445099717211686,0.8359550046828434,-1.8231359523008857,1.741432363951405
eternafold_A,0.5241116323878205,0.1316222358391735,0.16836198965000002,0.7080402698649999,0.8419927445350875,0.7541634756361091,-1.0088041447703056,1.9886678915053537
eternafold_B,0.5355935404747224,0.11571648061753217,0.249502821025,0.7069186281274998,1.0137721621941822,0.6167531065134342,-0.3578043819987133,2.043290660853749
