package,spearman_mean,spearman_std,spearman_percentile_2.5,spearman_percentile_97.5,spearman_zscore_by_Dataset_mean,spearman_zscore_by_Dataset_std,spearman_zscore_by_Dataset_percentile_2.5,spearman_zscore_by_Dataset_percentile_97.5
vienna_2_nodangles,0.1359843287782168,0.17207853060689138,-0.2572151635875,0.390143882385,-0.6488641203217639,0.6927354929335072,-1.9713896424349393,0.8208475352022044
vienna_rnasoft_pars,0.14465883305896668,0.16247014156572,-0.2139705270425,0.37620596932499994,-0.4676378854616777,0.7929304499582837,-1.888379227830121,1.351158050708319
vienna_langdon_pars,0.15251034880471676,0.1531646044057686,-0.14809973159249998,0.4031349001325,-0.4244032801576315,0.738847625000514,-1.7316803073886489,1.1260091891643962
rnastructure,0.15546470327840892,0.16472530754767822,-0.1787005943675,0.43935710696249985,-0.33288482031091243,0.7419038500033759,-1.5935017854830729,1.2415245624853832
vienna_2,0.1583841077854419,0.18489162631347902,-0.2520815989175,0.4461385910924999,-0.30095924899770987,0.9125700047575673,-1.6696402735970854,1.8124238259312921
vienna_1,0.16322168623988342,0.15927458055611018,-0.2005829440675,0.43583802929749993,-0.2330382505258196,1.0523442055409395,-2.3043184406057815,1.72781855615506
rnastructure_nocoax,0.1778552684587337,0.1716250353036393,-0.18906192435500002,0.4690400467325,-0.11919203826510819,0.7719974864664029,-1.457562258562589,1.4975747955039767
rnastructure_60C,0.1957919332182748,0.17351286382577255,-0.1634884867425,0.47162460319500005,0.08641594460927671,0.6956576466688323,-1.3014760876072273,1.5552678326973197
vienna_2_60C,0.19958792423845803,0.18272511101716446,-0.1979755224225,0.4742271108874999,0.09180277900897746,0.7036449984185331,-1.305081819799957,1.5095968764962706
contrafold_2,0.2522828099554334,0.1620944645742279,-0.06622035457,0.547148192045,0.5523431797207247,0.8462472300682876,-1.288830557206652,1.9452676997191345
contrafold_1,0.27765492303816647,0.16266750097846347,-0.12151054495500001,0.49005642352999995,0.7773520229517753,0.8830601624529878,-1.129428271943547,2.0533641438067636
contrafold_2_nc,0.2987962682616977,0.15039178165298558,-0.041228496065,0.50296565706,1.0190657177498723,0.8550240672271934,-0.9401350874374779,2.2219768300296083
